gameId,team_win,team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5
2725618864,1,64,34,81,161,23,498,26,98,13,113
2725282992,1,28,44,51,238,74,24,112,57,81,223
2725848248,1,117,99,96,24,80,254,12,268,18,157
2726782137,1,105,498,497,14,113,81,57,238,8,143
2728813758,1,498,154,245,497,150,27,113,119,69,223
2727371966,2,498,201,24,13,39,72,110,117,245,8
2725487810,2,74,112,75,113,110,223,18,64,4,107
2725389507,2,102,16,498,25,150,14,429,107,75,61
2727658697,2,223,18,13,45,2,41,115,421,14,15
2725414091,2,59,268,126,18,412,54,120,34,223,110
2725881039,2,12,81,28,245,75,412,3,110,164,107
2725872850,1,30,14,76,53,119,45,254,110,240,12
2728215769,1,121,42,40,18,126,23,117,72,61,96
2726175966,2,24,18,76,101,111,9,51,55,58,40
2726814947,2,51,12,113,78,245,201,8,59,96,236
2725561572,2,92,76,42,98,21,13,102,202,223,164
2725758184,1,121,201,119,136,31,25,18,13,68,113
2726208750,1,122,43,268,72,498,58,69,35,222,26
2725356791,2,72,53,163,516,18,2,41,40,51,42
2725954809,1,12,157,19,14,42,121,18,131,201,58
2725463306,2,25,67,3,57,113,421,4,412,429,23
2725119253,2,107,498,432,238,17,142,107,254,25,55
2727478556,2,245,110,113,13,201,107,236,48,498,497
2725889315,1,68,3,18,19,40,429,240,412,8,64
2727134502,2,13,112,432,91,18,23,201,3,121,81
2728002860,2,245,99,43,126,81,27,238,110,117,19
2725193006,1,77,7,25,14,119,107,50,18,16,61
2728330544,1,44,69,28,164,157,163,64,54,40,18
2726143281,2,20,50,223,412,67,50,110,117,114,64
2725881138,2,67,11,40,84,91,3,20,202,5,114
2727372092,2,72,8,3,40,498,201,14,20,18,126
2726643006,1,64,99,110,117,39,40,101,81,35,27
2725340483,1,40,19,92,268,18,516,432,498,134,33
2725111125,1,421,41,63,69,119,3,12,107,61,81
2727265624,2,41,113,96,267,163,24,8,112,498,40
2727347546,2,37,2,76,96,3,40,72,18,78,105
2727003483,2,107,37,101,81,150,61,12,106,420,498
2728224109,2,24,164,40,4,498,421,18,13,114,412
2725029229,2,141,40,69,119,27,24,18,201,114,13
2727019896,2,29,53,154,8,114,13,40,427,31,18
2727765369,2,53,51,39,121,8,7,201,126,154,18
2725602684,1,164,53,81,72,42,201,14,24,15,61
2727527808,2,110,27,3,26,107,245,51,13,143,164
2728289666,2,85,13,24,18,37,107,432,126,27,202
2726012293,2,164,98,110,19,91,161,254,81,12,85
2726102409,1,17,51,12,157,236,164,5,4,223,15
2728822157,2,90,141,164,498,16,57,131,412,81,9
2727232914,2,51,25,64,268,24,119,113,12,14,13
2728584598,2,101,68,113,498,40,18,13,203,36,44
2727757209,1,96,34,223,154,164,498,113,117,27,126
2725848473,2,76,81,13,122,3,5,150,51,12,136
2726692255,1,113,498,497,238,27,91,121,201,51,14
2726700448,1,25,50,81,20,17,13,113,24,497,498
2726946224,2,8,81,497,120,55,9,268,14,121,110
2728461744,1,7,99,92,164,202,15,421,150,45,26
2726159806,1,3,81,24,238,240,53,26,19,82,164
2728691136,2,25,24,18,42,92,432,222,268,20,420
2728715714,2,498,163,421,497,50,25,114,110,28,69
2725447113,1,81,19,115,82,53,18,103,44,121,41
2728371665,2,76,150,79,110,112,67,43,40,20,24
2725389782,1,18,45,164,117,14,40,27,498,35,30
2725692887,2,64,267,68,110,157,14,141,40,51,45
2728805852,1,92,63,238,33,202,141,150,45,497,498
2725717468,1,11,40,67,245,75,77,3,110,412,163
2728510944,2,18,20,69,223,54,3,12,421,110,161
2727085539,1,238,35,84,143,67,202,111,11,50,99
2727413236,2,157,40,42,154,81,141,41,222,43,112
2725529077,2,516,136,76,119,267,51,164,13,64,63
2728846844,2,421,161,163,516,15,497,72,134,114,498
2725979655,1,24,3,15,117,76,64,63,81,43,14
2726684170,2,18,75,115,53,113,117,67,13,154,14
2727273998,1,117,54,43,67,107,14,114,33,81,53
2725299728,2,50,202,64,1,103,90,429,122,72,43
2725733906,1,27,40,90,203,81,63,45,110,164,107
2728748567,1,112,110,31,40,113,27,13,72,81,63
2727560727,1,498,267,31,72,23,236,113,34,25,13
2726184477,1,432,14,121,131,18,222,69,25,35,150
2726077983,2,498,23,412,24,112,54,254,13,15,25
2726676013,1,89,81,8,9,41,126,30,18,245,60
2728683070,2,164,13,110,98,69,99,432,72,266,81
2726725186,2,81,25,9,24,38,14,15,20,43,13
2725750339,2,63,19,8,15,3,498,38,120,497,1
2727560774,1,240,113,268,497,498,40,245,150,18,19
2725119560,1,63,69,141,50,119,236,516,24,98,99
2725586520,1,245,13,76,498,497,421,131,163,18,40
2727667289,2,18,134,150,48,164,81,201,43,141,14
2726069853,1,106,25,1,14,18,3,64,222,37,24
2727339614,1,429,12,17,24,163,110,201,157,60,101
2728756832,2,113,27,12,67,268,432,81,45,154,14
2727028324,1,201,96,13,164,78,42,39,37,63,51
2726938230,1,8,92,72,40,110,164,37,498,105,121
2728298107,1,58,136,64,432,18,27,164,238,497,498
2728330878,2,498,27,25,85,24,84,81,19,40,161
2727528064,1,24,53,106,51,50,92,429,45,267,58
2728216197,2,38,54,18,43,76,110,42,24,113,40
2726717061,1,61,150,222,40,120,117,3,24,78,18
2727732874,2,51,55,50,53,236,89,67,157,64,84
2726258315,2,9,75,12,238,15,498,40,266,141,38
2727126672,1,141,222,80,4,22,8,115,64,498,161
2726282898,1,63,81,28,92,157,41,498,50,497,421
2725217939,2,107,412,30,8,67,81,40,17,78,13
2725021339,1,13,107,202,9,266,114,110,40,141,112
2727659175,1,429,412,3,141,85,72,8,18,201,45
2726897320,2,222,68,13,19,267,17,90,24,40,18
2728830633,1,420,61,20,110,163,117,498,14,68,11
2727151274,1,81,412,58,101,121,51,240,117,24,13
2725357232,1,121,74,16,110,240,19,18,13,14,432
2728412849,2,498,497,98,69,121,119,154,13,113,41
2725742258,1,498,238,8,14,245,24,429,103,412,68
2725398195,1,101,117,18,83,154,119,39,203,13,25
2726151858,2,201,81,126,2,142,24,498,497,99,92
2728167094,1,117,20,240,55,51,63,54,19,238,110
2728199863,1,21,43,121,27,50,51,25,126,3,164
2726479541,2,201,96,157,117,53,51,114,29,131,105
2728486586,2,101,267,24,114,498,420,20,7,67,25
2728445637,1,76,69,12,150,18,432,81,41,19,13
2725455557,2,40,18,23,268,28,201,126,81,136,421
2725308105,2,13,21,161,107,72,61,43,96,14,154
2727257824,2,48,267,28,81,134,119,44,50,24,34
2727184097,1,119,106,61,223,14,18,121,12,45,41
2728216290,2,81,267,82,69,9,67,223,113,34,150
2727569126,2,51,163,107,68,117,19,136,92,14,119
2728781542,2,33,114,498,432,112,42,81,79,16,54
2728576753,2,421,498,38,497,236,19,8,13,81,25
2726971131,2,498,56,4,117,27,18,112,267,114,421
2725644027,1,18,13,421,98,17,19,14,107,142,29
2727397123,1,103,58,12,498,24,44,80,55,154,18
2727659268,2,154,63,44,81,164,113,12,134,18,24
2728371983,1,11,4,516,498,412,164,105,12,20,18
2728462102,1,41,13,113,51,43,96,236,25,76,8
2727298839,1,98,412,81,266,45,432,113,103,516,222
2725267225,2,110,267,31,72,41,55,79,40,81,39
2728560410,2,13,14,110,40,104,81,201,126,106,68
2725201691,1,89,254,81,41,112,34,20,429,12,150
2728298275,2,113,75,3,81,136,14,43,154,112,119
2725627687,1,51,43,164,90,106,19,89,142,41,114
2727003946,1,19,10,25,58,51,99,498,245,92,154
2726479661,1,136,3,67,40,154,81,131,134,412,245
2727126832,2,78,154,163,110,143,13,25,113,14,18
2728404793,2,110,154,134,53,92,76,114,51,412,164
2727438145,1,26,7,5,222,74,13,107,236,99,92
2726094662,1,154,114,51,267,42,122,3,110,40,77
2725914441,2,41,98,4,432,222,412,141,91,110,85
2725766995,1,107,12,131,54,18,41,28,126,110,161
2728838998,2,63,14,25,81,105,119,421,12,268,24
2727593818,2,163,412,18,92,59,80,81,24,267,113
2728560474,1,164,35,9,42,119,96,412,203,38,41
2727053159,1,19,40,27,51,42,50,44,72,18,55
2725431143,2,107,119,117,11,136,50,40,15,77,68
2726143851,1,44,64,92,31,81,9,223,50,14,18
2725439340,2,121,24,136,44,119,131,516,267,96,107
2727176047,1,131,223,110,121,14,13,107,96,117,164
2728683376,2,13,40,20,51,6,110,432,92,163,72
2727241584,1,67,58,76,30,154,68,107,103,53,236
2727438207,2,112,81,267,14,24,61,92,19,498,40
2725414787,2,121,24,117,268,498,57,26,2,4,18
2727282564,1,4,59,498,40,78,117,119,421,105,41
2726446988,2,25,3,107,245,498,80,58,157,201,18
2727389077,2,13,24,222,113,40,2,143,126,18,3
2727323541,2,498,37,126,13,72,81,112,19,497,68
2725390248,2,110,267,164,105,59,412,68,77,245,96
2728667049,2,81,113,3,157,99,55,107,40,75,81
2726799281,1,24,81,121,143,13,498,20,23,201,61
2725226424,1,27,136,53,81,106,103,86,119,35,117
2727053240,2,77,110,53,164,81,102,61,101,268,51
2728314816,1,92,24,25,12,18,51,412,75,268,113
2727880661,1,202,238,50,12,4,51,141,79,39,25
2726545367,2,45,3,201,222,77,40,51,76,98,80
2726201307,1,81,421,117,164,45,113,112,13,498,267
2726832095,1,80,103,40,22,32,143,72,13,110,3
2725849055,2,59,112,150,498,143,84,13,63,432,222
2728749027,1,24,92,161,201,18,51,43,91,34,64
2728159204,1,81,267,142,35,223,110,72,164,63,105
2728421360,2,14,99,121,432,498,45,25,81,3,113
2725816307,2,59,8,498,2,267,58,432,81,141,136
2726127603,2,7,23,25,121,18,26,81,13,41,107
2726709240,1,28,3,432,164,15,127,150,18,412,64
2728241149,1,81,3,267,14,154,421,53,18,27,105
2725464065,1,3,267,81,141,150,201,18,154,90,98
2728355843,2,21,267,92,112,48,72,12,51,8,27
2726684682,2,429,20,201,114,13,12,41,421,61,18
2726733837,1,45,72,498,497,14,223,19,57,38,81
2725300243,1,107,99,102,63,18,45,41,26,222,64
2725349410,2,157,20,164,497,15,55,236,24,40,421
2727405617,1,27,268,421,16,18,28,51,131,92,117
2725652531,1,245,13,164,81,25,143,222,60,114,157
2728773683,2,18,39,53,50,245,19,81,54,112,99
2728634424,1,114,245,96,106,40,13,101,154,41,81
2726578232,2,14,40,18,254,245,4,72,107,81,37
2728437819,1,114,20,143,131,18,102,112,267,81,14
2726938687,1,63,19,17,498,43,6,113,25,50,22
2725414980,1,103,222,19,107,117,14,99,67,25,83
2728151122,2,27,96,13,432,28,24,34,236,201,57
2725619803,1,26,268,9,51,420,121,16,57,81,163
2727544928,1,54,13,41,498,497,53,51,164,2,103
2728659057,1,31,161,51,164,59,222,16,92,43,64
2726553717,2,8,51,238,76,117,107,222,25,106,13
2725652601,2,18,40,122,24,131,113,17,157,67,267
2726733948,2,25,31,429,104,69,432,27,81,103,19
2727053441,1,43,421,13,14,222,114,121,51,25,131
2726455435,2,51,14,117,76,42,432,34,81,64,13
2728224915,2,96,69,40,9,164,163,121,117,6,110
2726258842,1,38,497,76,498,14,45,51,141,157,432
2728216747,2,51,92,59,40,99,54,48,4,81,12
2727553203,2,72,432,245,4,498,266,19,13,51,267
2725226678,1,101,498,16,122,154,20,202,25,112,39
2725644471,2,81,8,163,44,72,113,42,99,51,10
2727200956,2,30,81,40,92,154,18,44,69,24,120
2726676669,1,19,126,18,223,14,154,134,81,24,26
2725939393,1,498,8,27,20,44,14,222,30,223,102
2725365955,2,11,107,117,96,50,498,267,28,107,142
2727233731,1,268,121,43,420,119,114,498,497,236,9
2728618181,2,117,37,103,50,104,51,17,127,238,35
2727291079,1,268,412,122,32,81,113,18,245,53,24
2727045321,2,63,24,21,91,92,13,497,121,498,14
2727348427,1,4,6,117,24,18,3,202,41,412,106
2727225548,1,34,164,267,119,72,498,50,117,92,113
2725415126,1,23,113,245,429,201,164,136,12,121,81
2728577242,1,3,63,18,113,164,222,7,72,106,50
2727676123,1,164,223,498,154,157,497,81,113,34,14
2728544478,2,154,266,50,25,67,45,113,164,12,81
2728118495,2,18,40,68,90,20,31,498,43,2,41
2726455520,2,92,38,9,107,81,64,117,27,13,18
2725619937,2,163,133,498,63,13,131,497,421,18,126
2727454944,2,24,245,117,80,222,81,12,14,20,8
2726824166,1,81,14,40,163,120,114,90,113,497,498
2728298733,2,81,4,201,164,50,150,238,28,497,498
2728290542,1,498,103,412,164,5,114,63,163,24,18
2727397614,2,157,110,412,14,154,268,24,18,117,121
2728814832,2,412,163,110,33,240,40,119,101,113,164
2725857525,1,81,25,24,240,3,13,102,161,18,26
2726619384,2,40,4,72,122,51,115,37,27,24,18
2725792003,1,161,3,107,92,110,8,131,9,40,67
2725824777,1,50,122,9,59,117,236,1,106,107,25
2727061775,2,267,42,18,141,164,13,53,81,106,6
2725693713,1,14,136,64,81,9,61,12,50,421,18
2725595417,2,427,29,68,117,245,101,67,89,72,150
2726553883,2,31,7,497,107,498,104,432,51,14,69
2727381275,2,37,3,119,59,27,25,421,14,13,96
2728675613,2,67,8,25,121,92,201,113,27,110,45
2728462622,1,3,126,43,102,110,112,99,111,107,81
2728405287,1,26,64,119,14,105,421,497,114,498,13
2728479016,2,24,3,41,81,16,117,76,14,18,163
2727020839,1,13,122,99,64,245,19,222,143,41,38
2726857004,1,59,22,24,3,161,17,81,45,44,254
2728446255,2,91,432,136,119,106,164,136,102,89,51
2725898550,2,89,30,107,24,18,92,103,113,222,201
2725513528,1,112,432,81,106,27,238,9,31,18,412
2726586683,1,4,14,497,24,498,117,421,42,18,3
2725620033,1,72,81,112,14,432,154,23,51,99,25
2726447431,2,102,21,50,67,267,110,64,76,92,63
2728364360,2,27,498,31,40,245,14,110,267,7,72
2727446865,2,15,38,42,44,421,27,63,498,106,8
2725947739,2,13,14,43,67,28,117,4,55,96,254
2727324003,2,498,126,40,2,4,17,161,19,18,13
2727430512,2,115,117,131,498,107,119,27,267,121,245
2727151986,1,18,76,34,98,420,42,21,60,14,412
2727717245,2,40,18,41,69,141,13,117,421,96,77
2725669245,2,51,117,154,112,92,61,113,497,157,498
2728462717,1,141,55,39,81,223,107,240,12,150,110
2726889857,2,267,80,14,498,105,131,51,113,68,497
2727750018,2,81,201,78,112,164,25,40,107,113,498
2725456258,2,67,99,37,107,51,117,64,67,54,142
2728692102,2,41,245,201,96,64,163,81,8,432,76
2725357963,2,107,103,10,267,42,106,1,119,127,61
2727004556,1,76,68,143,236,201,81,121,112,16,24
2726799758,1,19,78,61,51,432,5,131,22,13,25
2725734801,2,110,154,238,8,432,85,78,12,81,164
2728110491,2,8,121,51,26,236,143,13,64,157,58
2728618401,2,67,64,223,13,39,498,497,114,126,72
2726758829,1,59,110,40,69,131,117,19,78,9,222
2727143853,2,59,136,412,68,236,18,63,57,134,107
2727578035,2,142,12,107,31,51,50,201,92,28,96
2725194166,2,143,92,35,67,106,157,63,25,18,85
2726005176,2,19,498,8,92,497,412,107,58,20,105
2728561081,2,43,107,18,14,117,497,498,19,3,1
2727168452,1,117,222,72,101,150,113,119,163,39,40
2728364497,2,101,28,31,51,112,120,161,267,498,150
2727061978,1,27,20,107,99,222,236,238,37,268,72
2728315358,2,14,121,63,236,69,27,30,141,25,51
2725382623,1,121,150,61,117,110,81,102,164,105,43
2728462815,2,238,63,76,92,81,92,429,112,63,106
